Protein1_ID,Protein2_ID,label
10546,5,1
5921,5,1
2203,5,1
4392,5,1
8128,5,1
7865,5,1
3757,5,1
7837,5,1
6649,5,1
9974,5,1
4820,5,1
13006,5,1
2841,5,1
15269,5,1
13289,5,1
11343,5,1
1423,5,1
5301,5,1
3162,5,1
12471,5,1
4246,5,1
12713,5,1
2760,5,1
7308,5,1
8489,5,1
2489,5,1
11840,5,1
4223,5,1
2420,5,1
9335,5,1
11182,5,1
5902,5,1
7771,5,1
10954,5,1
11573,5,1
5911,5,1
11686,5,1
5770,5,1
6732,5,1
1721,5,1
2462,5,1
13819,5,1
5385,5,1
7314,5,1
8861,5,1
11468,5,1
12196,5,1
774,5,1
10632,5,1
4212,5,1
13321,5,1
10533,5,1
15267,5,1
8302,5,1
6171,5,1
3836,5,1
4081,5,1
12379,5,1
2856,5,1
1823,5,1
2694,5,1
4626,5,1
6579,5,1
6300,5,1
3032,5,1
7879,5,1
13786,5,1
11005,5,1
6184,5,1
7193,5,1
5172,5,1
5565,5,1
3993,5,1
5709,5,1
1259,5,1
79,5,1
4307,5,1
10622,5,1
480,5,1
946,5,1
6152,5,1
10337,5,1
1334,5,1
4691,5,1
10415,5,1
13244,5,1
10519,5,1
8819,5,1
9846,5,1
13969,5,1
5036,5,1
11794,5,1
7915,5,1
10573,5,1
6529,5,1
6015,5,1
2025,5,1
11387,5,1
7233,5,1
8139,5,1
2606,5,1
15416,5,1
408,5,1
7578,5,1
9296,5,1
7197,5,1
563,5,1
11239,5,1
1865,5,1
5229,5,1
9354,5,1
5934,5,1
10235,5,1
999,5,1
5273,5,1
4569,5,1
3409,5,1
11943,5,1
5984,5,1
575,5,1
8392,5,1
7065,5,1
5826,5,1
6552,5,1
10113,5,1
6813,5,1
7875,5,1
8109,5,1
5836,5,1
3934,5,1
6205,5,1
429,5,1
8061,5,1
10175,5,1
7971,5,1
4373,5,1
3518,5,1
10909,5,1
5247,5,1
3399,5,1
11877,5,1
8471,5,1
10861,5,1
7656,5,1
15330,5,1
5231,5,1
5270,5,1
4697,5,1
7561,5,1
11340,5,1
10107,5,1
3734,5,1
1707,5,1
5222,5,1
5225,5,1
7454,5,1
1104,5,1
4912,5,1
3779,5,1
11733,5,1
811,5,1
3323,5,1
10723,5,1
934,5,1
2063,5,1
10546,3,1
2841,3,1
15269,3,1
13289,3,1
5301,3,1
12471,3,1
2760,3,1
7308,3,1
6089,3,1
11840,3,1
4712,3,1
5902,3,1
2462,3,1
8861,3,1
15169,3,1
10533,3,1
15267,3,1
2856,3,1
7362,3,1
6300,3,1
7879,3,1
11313,3,1
6184,3,1
7193,3,1
5172,3,1
5709,3,1
13181,3,1
5274,3,1
9138,3,1
4691,3,1
682,3,1
